ID	adj.P.Val	P.Value	t	B	logFC	Symbol
ILMN_3240441	3.40e-01	1.60e-01	1.431279	-5.321552	0.4083167	GBX1
ILMN_2166706	3.40e-01	1.60e-01	-1.431217	-5.321635	-0.5191417	FBXO22OS
ILMN_1654415	3.40e-01	1.60e-01	1.431106	-5.321785	0.6164458	PTF1A
ILMN_1748563	3.40e-01	1.60e-01	1.431066	-5.321839	0.4179667	LOC85391
ILMN_1729965	3.40e-01	1.60e-01	1.431057	-5.321851	0.4161375	LOC347487
ILMN_1757504	3.40e-01	1.60e-01	1.430959	-5.321983	0.4552333	REG3A
ILMN_3242748	3.40e-01	1.60e-01	1.43093	-5.322022	0.4035333	SNORA19
ILMN_1667239	3.40e-01	1.60e-01	-1.430882	-5.322088	-0.6691875	INPP1
ILMN_2120636	3.40e-01	1.60e-01	1.430791	-5.322211	0.4035167	TPRXL
ILMN_1677734	3.40e-01	1.60e-01	1.430771	-5.322237	0.4152833	WFDC9
ILMN_3310256	3.40e-01	1.60e-01	1.430751	-5.322264	0.5498875	MIR323
ILMN_1675819	3.40e-01	1.60e-01	1.430706	-5.322325	0.4027625	FAM101A
ILMN_1685142	3.40e-01	1.60e-01	1.43069	-5.322346	0.4074333	ASL
ILMN_2307740	3.40e-01	1.60e-01	-1.430671	-5.322372	-0.6164667	CD46
ILMN_1811345	3.40e-01	1.60e-01	1.430613	-5.32245	0.3931958	GLYAT
ILMN_3247395	3.40e-01	1.60e-01	1.430606	-5.32246	0.4160125	TRYX3
ILMN_1814737	3.40e-01	1.60e-01	-1.430519	-5.322577	-0.5892125	LNPEP
ILMN_1775856	3.40e-01	1.60e-01	1.430409	-5.322726	0.4176417	LOC727811
ILMN_1677974	3.40e-01	1.60e-01	1.430391	-5.32275	0.4116333	C1orf129
ILMN_1765187	3.40e-01	1.60e-01	1.43038	-5.322764	0.676825	LHB
ILMN_3243982	3.40e-01	1.60e-01	1.430355	-5.322798	0.4100125	SNAP47
ILMN_3239866	3.40e-01	1.60e-01	1.430305	-5.322866	0.4052667	POTEC
ILMN_2143210	3.40e-01	1.60e-01	1.43028	-5.3229	0.3957333	ADAM6
ILMN_1691937	3.40e-01	1.60e-01	1.430279	-5.322901	0.4092042	CSH1
ILMN_1753190	3.40e-01	1.60e-01	-1.430206	-5.323	-0.5834417	C9orf102
ILMN_1813670	3.40e-01	1.60e-01	1.430094	-5.323151	0.7267792	SLC25A2
ILMN_1664918	3.40e-01	1.60e-01	1.430027	-5.323242	0.4153333	CT45-2
ILMN_1811735	3.40e-01	1.60e-01	1.429974	-5.323312	0.4098417	C8orf22
ILMN_2377957	3.40e-01	1.60e-01	-1.429891	-5.323425	-0.6025333	KCNG3
ILMN_1673969	3.40e-01	1.60e-01	1.42989	-5.323426	0.3985417	LOC374491
ILMN_3307695	3.40e-01	1.60e-01	1.429854	-5.323475	0.4122208	THEM5
ILMN_1723114	3.40e-01	1.60e-01	1.42984	-5.323494	0.4024208	FAM10A6
ILMN_1712896	3.40e-01	1.60e-01	1.429699	-5.323683	0.5741458	FST
ILMN_1810120	3.40e-01	1.60e-01	1.429656	-5.323742	0.40645	SYT7
ILMN_2084912	3.40e-01	1.60e-01	1.429643	-5.32376	0.4009542	LOC440053
ILMN_1686706	3.40e-01	1.60e-01	1.42956	-5.323872	0.5411958	SIGLEC7
ILMN_1723230	3.40e-01	1.60e-01	1.429554	-5.323879	0.59765	PDE5A
ILMN_1711055	3.40e-01	1.60e-01	1.429545	-5.323891	0.4125333	DUX1
ILMN_3237779	3.40e-01	1.60e-01	-1.429316	-5.3242	-0.3391417	TMEM184C
ILMN_1804361	3.40e-01	1.60e-01	1.429294	-5.32423	0.4139417	SUFU
ILMN_3241159	3.40e-01	1.60e-01	1.429293	-5.324231	0.4119333	POTED
ILMN_1738424	3.40e-01	1.60e-01	1.429256	-5.324282	0.4384917	CDC42
ILMN_1705907	3.40e-01	1.60e-01	-1.429134	-5.324446	-0.4889792	NUP153
ILMN_1662837	3.40e-01	1.60e-01	1.429127	-5.324455	0.8730875	WFIKKN2
ILMN_1775520	3.40e-01	1.60e-01	1.428994	-5.324635	0.4198833	CCDC113
ILMN_1658206	3.40e-01	1.60e-01	1.428982	-5.324651	0.6610375	C1orf102
ILMN_3245756	3.40e-01	1.60e-01	1.428973	-5.324663	0.4308167	LUZP6
ILMN_2256106	3.40e-01	1.60e-01	1.42893	-5.324721	0.410525	NIN
ILMN_1702592	3.40e-01	1.60e-01	-1.428813	-5.324879	-0.7124792	WDR73
ILMN_2258977	3.40e-01	1.60e-01	1.428755	-5.324956	0.7033208	XAGE1
ILMN_3251227	3.40e-01	1.60e-01	1.428727	-5.324995	0.7464292	TBC1D22A
ILMN_2067052	3.40e-01	1.60e-01	1.428696	-5.325037	0.565575	KRTAP27-1
ILMN_2321301	3.40e-01	1.60e-01	1.428657	-5.325088	0.4119583	GRIN1
ILMN_1692100	3.40e-01	1.60e-01	-1.428656	-5.325091	-0.6018583	ZNF35
ILMN_1705985	3.40e-01	1.60e-01	-1.428638	-5.325115	-0.6145708	PIGA
ILMN_2131269	3.40e-01	1.60e-01	1.428607	-5.325156	0.6881208	PRED57
ILMN_1786524	3.40e-01	1.60e-01	1.428593	-5.325175	0.4175792	PRSS38
ILMN_1676336	3.40e-01	1.60e-01	-1.428592	-5.325176	-0.490725	AADACL1
ILMN_1684919	3.40e-01	1.60e-01	1.428592	-5.325176	0.4194417	ADAMTSL1
ILMN_2391176	3.40e-01	1.60e-01	1.42859	-5.325179	0.4138083	STAR
ILMN_3165008	3.40e-01	1.60e-01	1.428583	-5.325189	0.4123083	ERCC-00024
ILMN_2385416	3.40e-01	1.60e-01	1.428557	-5.325224	0.59785	GPX5
ILMN_3166332	3.40e-01	1.60e-01	1.428547	-5.325237	0.4059042	ERCC-00131
ILMN_1657771	3.40e-01	1.60e-01	1.428492	-5.325311	0.3385958	CRTC2
ILMN_1675597	3.40e-01	1.60e-01	1.428459	-5.325355	0.4295333	SLC22A1
ILMN_1726230	3.40e-01	1.61e-01	1.428328	-5.325533	0.6449958	CD1B
ILMN_1749083	3.40e-01	1.61e-01	1.428306	-5.325562	0.6442	FAM27L
ILMN_3228863	3.40e-01	1.61e-01	1.428134	-5.325793	0.4166292	March 10
ILMN_1794162	3.40e-01	1.61e-01	1.428127	-5.325803	0.6079208	LOC375323
ILMN_1802160	3.40e-01	1.61e-01	1.428106	-5.325831	0.5507375	XIRP1
ILMN_1727938	3.40e-01	1.61e-01	-1.428045	-5.325914	-0.5602875	ZNF764
ILMN_1688031	3.40e-01	1.61e-01	1.427944	-5.32605	0.4066167	FAM161B
ILMN_3242191	3.40e-01	1.61e-01	1.427869	-5.326151	0.4191167	POTEG
ILMN_1736357	3.40e-01	1.61e-01	1.427804	-5.326238	0.4039917	ERMN
ILMN_1671154	3.40e-01	1.61e-01	1.427635	-5.326466	0.4016875	TMPRSS13
ILMN_1706682	3.40e-01	1.61e-01	1.427579	-5.326542	0.4059667	SCRT2
ILMN_2277419	3.40e-01	1.61e-01	1.427565	-5.32656	0.7850625	SLC38A10
ILMN_1660718	3.40e-01	1.61e-01	1.427548	-5.326584	0.4099417	GABBR2
ILMN_1810922	3.40e-01	1.61e-01	-1.427488	-5.326664	-0.7309333	PCNT
ILMN_1762670	3.40e-01	1.61e-01	1.427451	-5.326714	0.6500292	C20orf70
ILMN_2380660	3.40e-01	1.61e-01	1.427449	-5.326716	0.58385	CCNB3
ILMN_1804845	3.40e-01	1.61e-01	1.427331	-5.326876	0.80985	OR4P4
ILMN_1672589	3.40e-01	1.61e-01	-1.427193	-5.327061	-0.6668458	SEMA4B
ILMN_1656992	3.40e-01	1.61e-01	1.427192	-5.327062	0.6158833	NLRP10
ILMN_2380243	3.40e-01	1.61e-01	-1.427096	-5.327191	-0.8394333	SMAGP
ILMN_1777182	3.40e-01	1.61e-01	1.427049	-5.327255	0.4027667	AGC1
ILMN_2108590	3.40e-01	1.61e-01	1.427044	-5.327261	0.4155042	THSD7B
ILMN_3309159	3.40e-01	1.61e-01	1.427025	-5.327287	0.4139292	MIR199B
ILMN_2124802	3.40e-01	1.61e-01	-1.426972	-5.327359	-0.6415208	MT1H
ILMN_3242922	3.40e-01	1.61e-01	1.426924	-5.327423	0.6452	DLX6AS
ILMN_3249711	3.40e-01	1.61e-01	-1.426917	-5.327432	-0.6769958	FLJ45340
ILMN_1771862	3.40e-01	1.61e-01	1.426898	-5.327459	0.5773167	TXNDC11
ILMN_1774063	3.40e-01	1.61e-01	-1.426881	-5.327482	-0.5105542	EDEM3
ILMN_1801845	3.40e-01	1.61e-01	-1.426855	-5.327516	-0.6331875	DNAL4
ILMN_1712587	3.40e-01	1.61e-01	1.426758	-5.327647	0.6415458	ARSB
ILMN_1709032	3.40e-01	1.61e-01	1.426751	-5.327657	0.4251875	FYCO1
ILMN_1749653	3.40e-01	1.61e-01	1.42669	-5.327738	0.4062875	CPXCR1
ILMN_3310441	3.40e-01	1.61e-01	1.426678	-5.327754	0.5360333	VTRNA1-2
ILMN_1800101	3.40e-01	1.61e-01	1.426633	-5.327816	0.5889292	HHIPL2
ILMN_2290877	3.40e-01	1.61e-01	1.426616	-5.327838	0.7389167	ICA1L
ILMN_1660372	3.40e-01	1.61e-01	1.426603	-5.327856	0.4015583	GRIA2
ILMN_1669833	3.40e-01	1.61e-01	1.426603	-5.327856	0.7999083	SH2B2
ILMN_1688728	3.40e-01	1.61e-01	1.426484	-5.328016	0.8025333	TRMT2A
ILMN_2293067	3.40e-01	1.61e-01	1.426397	-5.328134	0.4309167	PM20D1
ILMN_1750895	3.40e-01	1.61e-01	1.426386	-5.328148	0.4088417	MAGEC3
ILMN_2311497	3.40e-01	1.61e-01	1.426241	-5.328343	0.7696542	SNHG3-RCC1
ILMN_1806488	3.40e-01	1.61e-01	1.426159	-5.328454	0.6740333	CCDC108
ILMN_2391219	3.40e-01	1.61e-01	1.426129	-5.328494	0.4094	RGR
ILMN_1705986	3.40e-01	1.61e-01	1.426114	-5.328513	0.5639208	MAFK
ILMN_1784534	3.40e-01	1.61e-01	1.426111	-5.328518	0.4506875	SELS
ILMN_1665304	3.40e-01	1.61e-01	1.426079	-5.328562	0.4884292	FOXN3
ILMN_1762024	3.40e-01	1.61e-01	1.426076	-5.328566	0.409325	TAAR9
ILMN_3240456	3.40e-01	1.61e-01	1.426039	-5.328615	0.6025208	MUC21
ILMN_1805695	3.40e-01	1.61e-01	-1.426004	-5.328661	-0.5011667	C6orf170
ILMN_3164902	3.40e-01	1.61e-01	1.425948	-5.328738	0.4078875	ERCC-00016
ILMN_1760352	3.40e-01	1.61e-01	1.425911	-5.328787	0.4392333	C2orf52
ILMN_1684945	3.40e-01	1.61e-01	-1.425881	-5.328827	-0.7210583	KCNJ3
ILMN_1701891	3.40e-01	1.61e-01	1.425868	-5.328845	0.5424458	LOC401137
ILMN_2117845	3.40e-01	1.61e-01	1.425754	-5.328998	0.4111042	CSPG4LYP2
ILMN_2111065	3.40e-01	1.61e-01	1.425753	-5.329	0.4079958	NME2P1
ILMN_1735489	3.40e-01	1.61e-01	1.425733	-5.329027	0.4140958	F13B
ILMN_1750641	3.40e-01	1.61e-01	1.42571	-5.329057	0.4625458	SRCAP
ILMN_2105539	3.40e-01	1.61e-01	1.425666	-5.329117	0.4164167	FZD10
ILMN_3309438	3.40e-01	1.61e-01	1.425487	-5.329358	0.4982125	MIR372
ILMN_2397406	3.40e-01	1.61e-01	1.425452	-5.329405	0.4133458	AMELX
ILMN_1715505	3.40e-01	1.61e-01	1.425405	-5.329468	0.3966125	TTC6
ILMN_3310578	3.40e-01	1.61e-01	1.425378	-5.329504	0.4011792	MIR548Q
ILMN_1748979	3.40e-01	1.61e-01	1.425344	-5.32955	0.4066375	SLC4A9
ILMN_1723803	3.40e-01	1.61e-01	1.425267	-5.329653	0.3894	SLC2A9
ILMN_3166311	3.40e-01	1.61e-01	1.425112	-5.329862	0.409175	ERCC-00130
ILMN_1683016	3.40e-01	1.61e-01	-1.425094	-5.329887	-0.5590583	PLA2R1
ILMN_1704446	3.40e-01	1.61e-01	-1.425078	-5.329908	-0.7367333	SLC6A10P
ILMN_2412880	3.40e-01	1.61e-01	1.425014	-5.329994	0.4031833	CSAG3B
ILMN_3165638	3.40e-01	1.62e-01	1.424945	-5.330087	0.4034167	ERCC-00076
ILMN_1683102	3.40e-01	1.62e-01	1.424869	-5.330189	0.4111375	SLC26A9
ILMN_1749118	3.40e-01	1.62e-01	1.424865	-5.330194	0.5935375	CALML5
ILMN_1810866	3.40e-01	1.62e-01	1.424777	-5.330312	0.4083625	MRPS12
ILMN_3248928	3.40e-01	1.62e-01	-1.424745	-5.330355	-0.5483625	UBN2
ILMN_2083469	3.40e-01	1.62e-01	1.424708	-5.330405	0.4054167	IRS2
ILMN_2167397	3.40e-01	1.62e-01	1.42465	-5.330484	0.4141167	TBC1D3C
ILMN_1799734	3.40e-01	1.62e-01	1.424617	-5.330528	0.4064208	FOXB1
ILMN_1652749	3.41e-01	1.62e-01	1.424303	-5.33095	0.5924958	ERF
ILMN_1677303	3.41e-01	1.62e-01	1.424157	-5.331146	0.5827792	C5orf42
ILMN_1812256	3.41e-01	1.62e-01	-1.424089	-5.331237	-0.5178	GANC
ILMN_2291152	3.41e-01	1.62e-01	1.424075	-5.331256	0.4885875	PPP2R2C
ILMN_1798681	3.41e-01	1.62e-01	1.424032	-5.331314	0.4201917	GABRA6
ILMN_1655932	3.41e-01	1.62e-01	1.424029	-5.331318	0.4080875	RPE
ILMN_2406410	3.41e-01	1.62e-01	1.424009	-5.331345	0.6823375	RHBDD2
ILMN_2153939	3.41e-01	1.62e-01	1.423893	-5.331501	0.4065167	FAM9B
ILMN_3236437	3.41e-01	1.62e-01	1.423849	-5.33156	0.424125	GDEP
ILMN_1677326	3.41e-01	1.62e-01	1.423835	-5.331579	0.4052792	HYDIN
ILMN_1790843	3.41e-01	1.62e-01	1.423776	-5.331658	0.4020125	NLRP11
ILMN_2231845	3.41e-01	1.62e-01	1.423618	-5.33187	0.7646458	CT47A6
ILMN_1718929	3.41e-01	1.62e-01	-1.423557	-5.331953	-0.4402333	CRYBB3
ILMN_2242450	3.41e-01	1.62e-01	1.423476	-5.332062	0.4335917	RUTBC2
ILMN_1706493	3.41e-01	1.62e-01	1.423452	-5.332094	0.4060083	BARHL2
ILMN_1805737	3.41e-01	1.62e-01	-1.423437	-5.332114	-0.6660792	PFKP
ILMN_3238031	3.41e-01	1.62e-01	1.423413	-5.332146	0.4477208	LOC100130017
ILMN_1708886	3.41e-01	1.62e-01	1.423218	-5.332408	0.449025	SEBOX
ILMN_1738759	3.41e-01	1.62e-01	1.423209	-5.33242	0.657775	PIGT
ILMN_1671766	3.41e-01	1.62e-01	-1.423175	-5.332466	-0.6153792	F12
ILMN_3309940	3.41e-01	1.62e-01	1.423148	-5.332502	0.4095167	HPYR1
ILMN_1789130	3.41e-01	1.62e-01	1.423121	-5.332538	0.3978833	DNASE2B
ILMN_3245811	3.41e-01	1.62e-01	1.422802	-5.332966	0.6461583	ODF3
ILMN_2397188	3.41e-01	1.62e-01	1.422785	-5.332989	0.7440167	CACNA1H
ILMN_1779951	3.41e-01	1.62e-01	1.422781	-5.332995	0.3944708	ANKRD7
ILMN_1758090	3.41e-01	1.62e-01	1.422692	-5.333115	0.3581833	BCCIP
ILMN_1791206	3.41e-01	1.62e-01	-1.42262	-5.333211	-0.3684917	ZNF490
ILMN_1697412	3.41e-01	1.62e-01	1.422567	-5.333282	0.5606125	RHBG
ILMN_1815840	3.41e-01	1.62e-01	1.422561	-5.33329	0.4197583	IGLL1
ILMN_3305152	3.41e-01	1.62e-01	1.422502	-5.33337	0.7129042	XAGE1A
ILMN_2362346	3.41e-01	1.62e-01	1.422373	-5.333543	0.3838125	TRPV4
ILMN_1706410	3.41e-01	1.62e-01	1.422274	-5.333676	0.4257208	HUS1B
ILMN_1673637	3.41e-01	1.62e-01	1.422245	-5.333714	0.5456042	SLC10A4
ILMN_1788689	3.41e-01	1.62e-01	-1.422238	-5.333723	-0.6069792	PHIP
ILMN_1757408	3.41e-01	1.62e-01	-1.422238	-5.333724	-0.7322375	ZNF256
ILMN_1785191	3.41e-01	1.62e-01	1.422203	-5.333771	0.5172292	TMEM14A
ILMN_3309764	3.41e-01	1.62e-01	1.422198	-5.333778	0.3998667	MIR485
ILMN_2278806	3.41e-01	1.62e-01	1.422182	-5.333799	0.4741167	SSX4
ILMN_2228749	3.41e-01	1.62e-01	1.422055	-5.33397	0.4075542	LOC643923
ILMN_3311055	3.41e-01	1.62e-01	1.422047	-5.33398	0.4038583	MIR1257
ILMN_1742118	3.41e-01	1.62e-01	1.422027	-5.334007	0.4109667	RNASE12
ILMN_2123719	3.41e-01	1.62e-01	1.421942	-5.334122	0.3983542	LOC651503
ILMN_1726054	3.41e-01	1.62e-01	1.421896	-5.334183	0.4142167	C13orf26
ILMN_1802901	3.41e-01	1.62e-01	-1.421869	-5.33422	-0.5370917	TRPV3
ILMN_1785742	3.41e-01	1.62e-01	1.421696	-5.334452	0.4149958	AMZ1
ILMN_1661616	3.41e-01	1.62e-01	1.421687	-5.334464	0.5880958	FSHR
ILMN_2079602	3.41e-01	1.62e-01	1.421656	-5.334506	0.5273125	OR5T2
ILMN_1761210	3.41e-01	1.62e-01	1.42164	-5.334527	0.41065	LOC155100
ILMN_2323816	3.41e-01	1.62e-01	1.421633	-5.334536	0.4057708	TTLL8
ILMN_1728255	3.41e-01	1.62e-01	1.421521	-5.334686	0.7981542	LALBA
ILMN_2258749	3.41e-01	1.63e-01	1.421467	-5.334758	0.555775	BAIAP2
ILMN_1728224	3.41e-01	1.63e-01	1.421426	-5.334814	0.6660625	OGFR
ILMN_3244172	3.41e-01	1.63e-01	1.421372	-5.334886	0.4164042	ZSCAN5B
ILMN_2058946	3.41e-01	1.63e-01	1.421366	-5.334894	0.4085167	DEFB32
ILMN_3241647	3.41e-01	1.63e-01	1.421265	-5.33503	0.4175708	OPN1MW2
ILMN_1708790	3.41e-01	1.63e-01	1.42123	-5.335077	0.4251792	CA6
ILMN_1699901	3.41e-01	1.63e-01	1.421215	-5.335097	0.4021708	C21orf29
ILMN_3310206	3.41e-01	1.63e-01	1.421205	-5.33511	0.3991042	MIR362
ILMN_3309046	3.41e-01	1.63e-01	1.421198	-5.33512	0.4052833	MIR1255B1
ILMN_1717900	3.41e-01	1.63e-01	1.421198	-5.33512	0.55245	ACTL7A
ILMN_1762192	3.41e-01	1.63e-01	1.421195	-5.335124	0.4127375	KIF9
ILMN_1813344	3.41e-01	1.63e-01	-1.421158	-5.335174	-0.4561667	C20orf7
ILMN_1773881	3.41e-01	1.63e-01	1.421138	-5.3352	0.4069	HNRNPCL1
ILMN_1656422	3.41e-01	1.63e-01	1.421052	-5.335315	0.4126167	GPR87
ILMN_1806691	3.41e-01	1.63e-01	1.421005	-5.335379	0.4116333	GHSR
ILMN_1727017	3.41e-01	1.63e-01	1.420952	-5.33545	0.4965667	SFTPB
ILMN_1672486	3.41e-01	1.63e-01	-1.420937	-5.33547	-0.5506125	TCF7L2
ILMN_1656097	3.41e-01	1.63e-01	1.420908	-5.335509	0.4141833	SLCO1A2
ILMN_1810532	3.41e-01	1.63e-01	1.420907	-5.335509	0.4262083	CAV3
ILMN_2359698	3.41e-01	1.63e-01	1.420796	-5.335658	0.394225	CYP4Z1
ILMN_2124433	3.41e-01	1.63e-01	1.420779	-5.335682	0.4003125	SAGE1
ILMN_3166566	3.41e-01	1.63e-01	1.420761	-5.335706	0.4078417	ERCC-00148
ILMN_2228732	3.41e-01	1.63e-01	1.420746	-5.335726	0.4056292	CCNG2
ILMN_1694817	3.41e-01	1.63e-01	1.420707	-5.335779	0.4140833	TRH
ILMN_2286106	3.41e-01	1.63e-01	1.420558	-5.335978	0.4597125	PAICS
ILMN_1755631	3.41e-01	1.63e-01	1.420537	-5.336006	0.5945833	WISP3
ILMN_1659991	3.41e-01	1.63e-01	1.42052	-5.33603	0.4939792	SLC34A1
ILMN_2217955	3.41e-01	1.63e-01	1.420503	-5.336052	0.543375	TTC21B
ILMN_1703765	3.41e-01	1.63e-01	1.420474	-5.33609	0.8236833	GPR12
ILMN_1779861	3.41e-01	1.63e-01	1.42043	-5.33615	0.4080792	FAM47A
ILMN_1681454	3.41e-01	1.63e-01	1.42028	-5.336351	0.7689958	RP1
ILMN_2201866	3.41e-01	1.63e-01	1.420269	-5.336365	0.3987625	IL31
ILMN_2102752	3.41e-01	1.63e-01	1.420268	-5.336368	0.4977708	LOC285453
ILMN_1732577	3.41e-01	1.63e-01	-1.420243	-5.3364	-0.4989792	TMEM216
ILMN_2143250	3.41e-01	1.63e-01	-1.420169	-5.3365	-0.6963	FAR1
ILMN_1668386	3.41e-01	1.63e-01	1.420164	-5.336507	0.405325	LCE1E
ILMN_1730294	3.41e-01	1.63e-01	1.420131	-5.336551	0.4471083	INO80C
ILMN_1685761	3.41e-01	1.63e-01	1.419995	-5.336734	0.6734292	WFDC6
ILMN_1685792	3.41e-01	1.63e-01	1.419935	-5.336814	0.4072625	MAGI1
ILMN_2229913	3.41e-01	1.63e-01	1.419863	-5.33691	0.3978375	KIR3DP1
ILMN_1685397	3.41e-01	1.63e-01	1.419805	-5.336987	0.4057167	ITGA3
ILMN_1813270	3.41e-01	1.63e-01	1.419798	-5.336997	0.4115833	ELF5
ILMN_1768115	3.41e-01	1.63e-01	-1.41972	-5.337101	-0.555025	TSPAN12
ILMN_1812070	3.41e-01	1.63e-01	-1.419682	-5.337152	-0.6554	ABCB1
ILMN_1695181	3.41e-01	1.63e-01	1.419619	-5.337237	0.4098792	SCRIB
ILMN_3311125	3.41e-01	1.63e-01	1.419607	-5.337253	0.4113875	MIR320C1
ILMN_1758212	3.41e-01	1.63e-01	1.419556	-5.337322	0.4022792	CRISP1
ILMN_1754929	3.41e-01	1.63e-01	1.419477	-5.337427	0.4115542	OR6N1
ILMN_1748378	3.41e-01	1.63e-01	1.419454	-5.337459	0.4007458	NPHS2
ILMN_3165215	3.41e-01	1.63e-01	1.419348	-5.337601	0.4119875	ERCC-00042
ILMN_3239946	3.41e-01	1.63e-01	1.419222	-5.33777	0.3745792	LOC729375
ILMN_1672575	3.41e-01	1.63e-01	1.419206	-5.337791	0.7177833	SLC26A8
ILMN_2326591	3.41e-01	1.63e-01	1.419187	-5.337817	0.714625	ANXA6
ILMN_3310136	3.41e-01	1.63e-01	1.41918	-5.337825	0.4110708	MIR605
ILMN_1815908	3.41e-01	1.63e-01	1.419166	-5.337844	0.5411167	GYPE
ILMN_1758829	3.41e-01	1.63e-01	1.419113	-5.337916	0.4593292	JPH4
ILMN_3310735	3.41e-01	1.63e-01	1.418975	-5.3381	0.4036167	MIR873
ILMN_2351893	3.41e-01	1.63e-01	1.418964	-5.338114	0.4156083	SMN1
ILMN_2259818	3.41e-01	1.63e-01	1.418951	-5.338132	0.44885	MFI2
ILMN_1791533	3.41e-01	1.63e-01	1.418875	-5.338233	0.54625	HAP1
ILMN_1722798	3.41e-01	1.63e-01	-1.418861	-5.338252	-0.6681875	PLCD3
ILMN_1797660	3.41e-01	1.63e-01	1.418803	-5.33833	0.4055125	NXNL2
ILMN_1808919	3.41e-01	1.63e-01	-1.418798	-5.338337	-0.4440333	HPS4
ILMN_2227368	3.41e-01	1.63e-01	-1.418773	-5.338371	-0.465725	SELT
ILMN_3246169	3.41e-01	1.63e-01	1.418745	-5.338408	0.4173792	PRR20D
ILMN_2279377	3.41e-01	1.63e-01	1.418727	-5.338432	0.4107417	SLC29A1
ILMN_1753101	3.41e-01	1.63e-01	1.418713	-5.338451	0.6671792	VTCN1
ILMN_1746135	3.41e-01	1.63e-01	-1.418708	-5.338458	-0.4812583	PHF23
ILMN_3309214	3.41e-01	1.63e-01	1.418693	-5.338477	0.4030583	MIR509-3
ILMN_2118832	3.41e-01	1.63e-01	-1.418663	-5.338518	-0.4699083	RBM24
ILMN_2399363	3.41e-01	1.63e-01	-1.4186	-5.338602	-0.6118333	CLEC4A
ILMN_3308833	3.41e-01	1.63e-01	1.418512	-5.33872	0.4098167	MIR154
ILMN_1779555	3.41e-01	1.63e-01	1.418479	-5.338765	0.3941208	OR10J5
ILMN_2140191	3.41e-01	1.63e-01	1.418463	-5.338786	0.4050542	OR2M3
ILMN_1719449	3.41e-01	1.63e-01	1.418443	-5.338812	0.6640208	DCLK2
ILMN_1679719	3.41e-01	1.63e-01	-1.418442	-5.338814	-0.52425	LOC729399
ILMN_1774219	3.41e-01	1.63e-01	1.418423	-5.33884	0.6053583	C2orf51
ILMN_3243976	3.41e-01	1.63e-01	1.418388	-5.338886	0.3965625	RHOXF2
ILMN_1751980	3.41e-01	1.63e-01	1.418358	-5.338927	0.4345667	RLBP1
ILMN_1764036	3.41e-01	1.63e-01	1.418317	-5.338981	0.4120917	P2RY14
ILMN_1741599	3.41e-01	1.63e-01	1.418294	-5.339012	0.428925	MEMO1
ILMN_2333449	3.41e-01	1.63e-01	1.41823	-5.339098	0.4008375	FSHR
ILMN_2371251	3.41e-01	1.63e-01	1.418223	-5.339107	0.6159792	MPG
ILMN_2202894	3.41e-01	1.63e-01	1.418188	-5.339154	0.5688542	F2RL2
ILMN_1768567	3.41e-01	1.63e-01	1.418178	-5.339167	0.6639708	OR10S1
ILMN_1675684	3.41e-01	1.63e-01	1.418085	-5.339291	0.7024333	APOBEC3C
ILMN_1742929	3.41e-01	1.63e-01	1.418045	-5.339346	0.3986458	HESX1
ILMN_1751232	3.41e-01	1.64e-01	1.418011	-5.33939	0.4097375	SLC5A10
ILMN_2351754	3.41e-01	1.64e-01	1.417973	-5.339443	0.4173292	ADAM22
ILMN_3238793	3.41e-01	1.64e-01	1.417964	-5.339454	0.5741917	C9orf129
ILMN_1778236	3.41e-01	1.64e-01	-1.417948	-5.339475	-0.4066	PTPN11
ILMN_1787529	3.41e-01	1.64e-01	1.417933	-5.339496	0.3309625	C3AR1
ILMN_1666074	3.41e-01	1.64e-01	1.417862	-5.33959	0.4023292	CD8B
ILMN_1657634	3.41e-01	1.64e-01	-1.41784	-5.339621	-0.6624292	FANCD2
ILMN_1810025	3.41e-01	1.64e-01	1.417835	-5.339626	0.4007208	SLC39A2
ILMN_1730601	3.41e-01	1.64e-01	1.417808	-5.339663	0.397225	FAM194A
ILMN_1741719	3.41e-01	1.64e-01	1.417762	-5.339724	0.4670625	TEX13A
ILMN_2401906	3.41e-01	1.64e-01	1.417635	-5.339894	0.4758958	CDAN1
ILMN_1794589	3.41e-01	1.64e-01	1.41759	-5.339955	0.409225	MRGPRX2
ILMN_1702817	3.41e-01	1.64e-01	1.417589	-5.339957	0.4356042	B3GNTL1
ILMN_1785896	3.41e-01	1.64e-01	1.417567	-5.339986	0.3911458	DSCR9
ILMN_3307678	3.41e-01	1.64e-01	1.417552	-5.340006	0.4060625	TTLL9
ILMN_3249677	3.41e-01	1.64e-01	1.41747	-5.340115	0.416	DEFB105B
ILMN_1784365	3.41e-01	1.64e-01	1.417412	-5.340194	0.4323625	MYOG
ILMN_1758111	3.41e-01	1.64e-01	1.417411	-5.340194	0.411325	PIBF1
ILMN_1716298	3.41e-01	1.64e-01	1.417338	-5.340292	0.5700583	LOC731102
ILMN_3309264	3.41e-01	1.64e-01	1.41732	-5.340316	0.5601625	MIR1295
ILMN_2289424	3.41e-01	1.64e-01	1.417252	-5.340407	0.4093875	ANKRD20A3
ILMN_1707685	3.41e-01	1.64e-01	1.417184	-5.340498	0.400825	LOC730302
ILMN_1798210	3.41e-01	1.64e-01	-1.417175	-5.34051	-0.5149875	E2F7
ILMN_1727524	3.41e-01	1.64e-01	1.417175	-5.34051	0.5931417	ADAM9
